,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000011405,1505.09277087934,0.340349393061575,0.0847103606253704,2.91127609573338e-05,0.000291969580413038
ENSG00000011422,388.021362442739,0.0405060047393136,0.13632120621894,0.739008436221204,0.884189839996234
ENSG00000011426,225.469935901715,-0.0124858838437483,0.127372479432288,0.9103658660731,0.963057550322159
ENSG00000011451,1524.23733138724,0.0670549374716279,0.0927267232905099,0.43987273777501,0.681483392693442
ENSG00000011454,2319.16145318752,0.393635127578201,0.112436244185649,0.000147776657384243,0.0012481071128584
ENSG00000011465,298130.054123724,-0.091004957187863,0.073348888338526,0.200729247204899,0.42850845647388
ENSG00000011478,141.609420827459,0.621461582573962,0.176848483000734,7.87256432384686e-05,0.000713067198991501
ENSG00000011485,966.621841704382,0.522406679131688,0.106559069083155,2.27071478195863e-07,3.50561035516079e-06
ENSG00000011523,823.69889643982,0.139334726574965,0.115165485585647,0.190246777937129,0.414165145449994
ENSG00000011566,1396.11971766781,0.790230879751739,0.103400718240852,2.98401591883727e-15,1.2469152832973e-13
ENSG00000011590,2.77387335084989,0.0225350440484311,0.306439861976026,0.706764910969527,NA
ENSG00000011600,1.79499604968415,0.0175135487946283,0.307404980419737,0.787030207179054,NA
ENSG00000011638,890.709986819978,0.0964604280047523,0.114676408691069,0.365535560748511,0.612748650313019
ENSG00000012048,221.109604822104,-1.16640544873292,0.172163055774567,8.75629409289239e-13,2.79457513421302e-11
ENSG00000012061,835.872606793431,0.0119069364460251,0.116680658431485,0.919720155759741,0.967020049484528
ENSG00000012171,1267.54440212009,-0.70961060046746,0.10756548248541,6.08130666713649e-12,1.71340815346571e-10
ENSG00000012174,722.880314428559,0.103383097939469,0.10037530603658,0.27218710940671,0.517366254582554
ENSG00000012211,122.342660545049,0.128273246612159,0.163374392458445,0.363284435644977,0.610279946296834
ENSG00000012232,1258.02920346563,0.0843609486307351,0.0885332929770261,0.321092602609222,0.569203874385518
